id,Null,uptime,country,location,ships,distinct,contributor,status,timezone,date,time,url
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=3
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=3
2512,,100 %,  Canada,Quadra Island,78,76,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=3
2796,,100 %,  Canada,Victoria,59,3,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=3
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2556,,100 %,  Australia,Franklin,9,8,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2502,,100 %,  Australia,Scarborough,64,64,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2739,,90 %,  Australia,Townsville,42,42,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2070,,100 %,  Australia,"Nelson Bay, NSW",42,42,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2995,,100 %,  Australia,Kingston,12,11,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2637,,87 %,  Australia,Devonport,8,7,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2999,,100 %,  Australia,Mount Hicks,6,5,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2288,,100 %,  Australia,Johanna,6,6,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3354,,0 %,  Australia,Port Hedland,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2234,,98 %,  Australia,Mt Arthur (N.Tasmania),1,1,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3292,,99 %,  Australia,"Oakleigh, Victoria",2,2,SARCNET,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2675,,100 %,  Australia,Sydney,15,15,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2701,,96 %,  Australia,O'Connor,67,67,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2936,,94 %,  Australia,Kettering,23,21,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2801,,0 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3175,,100 %,  Austria,Vienna,2,0,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2798,,100 %,  Austria,Linz,26,26,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2520,,100 %,  Austria,Vienna,16,14,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2984,,100 %,  Azerbaijan,Baku,36,36,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2546,,100 %,  Belgium,Merchtem,26,3,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3483,,24 %,  Belgium,WIjnegem,41,8,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2981,,95 %,  Belgium,Oostende,112,1,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2276,,100 %,  Belgium,Schilde,282,6,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2145,,100 %,  Belgium,Antwerp2,475,42,Tresco Engineering,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2292,,100 %,  Belgium,Gent,380,239,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3215,,79 %,  Belgium,Antwerp,2,0,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2127,,100 %,  Belgium,Izegem,100,0,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3359,,92 %,  Belgium,Schoten,52,4,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2300,,100 %,  Belgium,Antwerp Harbour 1,471,49,www.vemasys.com,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3459,,100 %,  Belgium,Oostende,87,2,Flanders Marine Institute,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2404,,100 %,  Belgium,Bruges,160,20,dotOcean,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2061,,100 %,  Belgium,Ostend,45,0,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3152,,100 %,  Belgium,Zeebrugge,204,28,Citymesh,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3249,,88 %,  Belgium,Antwerp,63,0,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3489,,100 %,  Brazil,Maceio,4,4,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2517,,100 %,  Brazil,Belem,195,61,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2850,,100 %,  Brazil,Fortaleza,17,17,German Aerospace Center (DLR),Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2253,,98 %,  Canada,Montreal,5,2,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2202,,100 %,  Canada,Ucluelet,26,21,,Online,India Standard Time,19/10/2021,21:24:42,https://www.aishub.net/stations?page=4
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2995,,100 %,  Australia,Kingston,12,11,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2637,,87 %,  Australia,Devonport,8,7,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2999,,100 %,  Australia,Mount Hicks,6,5,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2556,,100 %,  Australia,Franklin,9,8,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3354,,0 %,  Australia,Port Hedland,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3292,,99 %,  Australia,"Oakleigh, Victoria",2,2,SARCNET,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2234,,98 %,  Australia,Mt Arthur (N.Tasmania),1,1,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2675,,100 %,  Australia,Sydney,15,15,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2070,,100 %,  Australia,"Nelson Bay, NSW",42,42,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2502,,100 %,  Australia,Scarborough,64,64,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2701,,96 %,  Australia,O'Connor,67,67,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2936,,94 %,  Australia,Kettering,23,21,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2288,,100 %,  Australia,Johanna,6,6,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2801,,0 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2739,,90 %,  Australia,Townsville,42,42,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2798,,100 %,  Austria,Linz,26,26,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3175,,100 %,  Austria,Vienna,2,0,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2520,,100 %,  Austria,Vienna,16,14,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2984,,100 %,  Azerbaijan,Baku,36,36,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2061,,100 %,  Belgium,Ostend,45,0,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2546,,100 %,  Belgium,Merchtem,26,3,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2276,,100 %,  Belgium,Schilde,282,6,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3459,,100 %,  Belgium,Oostende,87,2,Flanders Marine Institute,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3215,,79 %,  Belgium,Antwerp,2,0,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3359,,92 %,  Belgium,Schoten,52,4,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2145,,100 %,  Belgium,Antwerp2,475,42,Tresco Engineering,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3249,,88 %,  Belgium,Antwerp,63,0,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2292,,100 %,  Belgium,Gent,380,239,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3483,,24 %,  Belgium,WIjnegem,41,8,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2127,,100 %,  Belgium,Izegem,100,0,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2300,,100 %,  Belgium,Antwerp Harbour 1,471,49,www.vemasys.com,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3152,,100 %,  Belgium,Zeebrugge,204,28,Citymesh,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2981,,95 %,  Belgium,Oostende,112,1,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2404,,100 %,  Belgium,Bruges,160,20,dotOcean,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2850,,100 %,  Brazil,Fortaleza,17,17,German Aerospace Center (DLR),Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3489,,100 %,  Brazil,Maceio,4,4,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2517,,100 %,  Brazil,Belem,195,61,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2700,,92 %,  Canada,Sorel-Tracy,31,1,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2796,,100 %,  Canada,Victoria,59,3,,Online,India Standard Time,19/10/2021,21:24:44,https://www.aishub.net/stations?page=5
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2234,,98 %,  Australia,Mt Arthur (N.Tasmania),1,1,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2739,,90 %,  Australia,Townsville,42,42,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2502,,100 %,  Australia,Scarborough,64,64,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2070,,100 %,  Australia,"Nelson Bay, NSW",42,42,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2556,,100 %,  Australia,Franklin,9,8,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3354,,0 %,  Australia,Port Hedland,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2637,,87 %,  Australia,Devonport,8,7,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2995,,100 %,  Australia,Kingston,12,11,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3292,,99 %,  Australia,"Oakleigh, Victoria",2,2,SARCNET,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2999,,100 %,  Australia,Mount Hicks,6,5,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2675,,100 %,  Australia,Sydney,15,15,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2288,,100 %,  Australia,Johanna,6,6,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2701,,96 %,  Australia,O'Connor,67,67,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2936,,94 %,  Australia,Kettering,23,21,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2801,,0 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3175,,100 %,  Austria,Vienna,2,0,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2798,,100 %,  Austria,Linz,26,26,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2520,,100 %,  Austria,Vienna,16,14,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2984,,100 %,  Azerbaijan,Baku,36,36,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2276,,100 %,  Belgium,Schilde,282,6,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2981,,95 %,  Belgium,Oostende,112,1,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3215,,79 %,  Belgium,Antwerp,2,0,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2145,,100 %,  Belgium,Antwerp2,475,42,Tresco Engineering,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2292,,100 %,  Belgium,Gent,380,239,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3459,,100 %,  Belgium,Oostende,87,2,Flanders Marine Institute,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3359,,92 %,  Belgium,Schoten,52,4,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2546,,100 %,  Belgium,Merchtem,26,3,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2127,,100 %,  Belgium,Izegem,100,0,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3152,,100 %,  Belgium,Zeebrugge,204,28,Citymesh,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3249,,88 %,  Belgium,Antwerp,63,0,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3483,,24 %,  Belgium,WIjnegem,41,8,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2061,,100 %,  Belgium,Ostend,45,0,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2300,,100 %,  Belgium,Antwerp Harbour 1,471,49,www.vemasys.com,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2404,,100 %,  Belgium,Bruges,160,20,dotOcean,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2517,,100 %,  Brazil,Belem,195,61,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3489,,100 %,  Brazil,Maceio,4,4,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2850,,100 %,  Brazil,Fortaleza,17,17,German Aerospace Center (DLR),Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2253,,98 %,  Canada,Montreal,5,2,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2202,,100 %,  Canada,Ucluelet,26,21,,Online,India Standard Time,19/10/2021,21:24:45,https://www.aishub.net/stations?page=6
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2739,,90 %,  Australia,Townsville,42,42,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2070,,100 %,  Australia,"Nelson Bay, NSW",42,42,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2936,,94 %,  Australia,Kettering,23,21,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2288,,100 %,  Australia,Johanna,6,6,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2637,,87 %,  Australia,Devonport,8,7,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3354,,0 %,  Australia,Port Hedland,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2801,,0 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3292,,99 %,  Australia,"Oakleigh, Victoria",2,2,SARCNET,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2675,,100 %,  Australia,Sydney,15,15,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2995,,100 %,  Australia,Kingston,12,11,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2234,,98 %,  Australia,Mt Arthur (N.Tasmania),1,1,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2701,,96 %,  Australia,O'Connor,67,67,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2999,,100 %,  Australia,Mount Hicks,6,5,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2556,,100 %,  Australia,Franklin,9,8,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2502,,100 %,  Australia,Scarborough,64,64,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2798,,100 %,  Austria,Linz,26,26,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2520,,100 %,  Austria,Vienna,16,14,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3175,,100 %,  Austria,Vienna,2,0,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2984,,100 %,  Azerbaijan,Baku,36,36,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3152,,100 %,  Belgium,Zeebrugge,204,28,Citymesh,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2276,,100 %,  Belgium,Schilde,282,6,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2292,,100 %,  Belgium,Gent,380,239,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3483,,24 %,  Belgium,WIjnegem,41,8,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2127,,100 %,  Belgium,Izegem,100,0,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2300,,100 %,  Belgium,Antwerp Harbour 1,471,49,www.vemasys.com,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2404,,100 %,  Belgium,Bruges,160,20,dotOcean,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2981,,95 %,  Belgium,Oostende,112,1,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2061,,100 %,  Belgium,Ostend,45,0,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2546,,100 %,  Belgium,Merchtem,26,3,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3215,,79 %,  Belgium,Antwerp,2,0,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3359,,92 %,  Belgium,Schoten,52,4,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3459,,100 %,  Belgium,Oostende,87,2,Flanders Marine Institute,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3249,,88 %,  Belgium,Antwerp,63,0,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2145,,100 %,  Belgium,Antwerp2,475,42,Tresco Engineering,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2517,,100 %,  Brazil,Belem,195,61,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3489,,100 %,  Brazil,Maceio,4,4,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2850,,100 %,  Brazil,Fortaleza,17,17,German Aerospace Center (DLR),Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2848,,100 %,  Canada,Victoria,75,4,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2593,,100 %,  Canada,Prince Rupert,75,23,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=7
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=8
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=8
3292,,99 %,  Australia,"Oakleigh, Victoria",2,2,SARCNET,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=8
2288,,100 %,  Australia,Johanna,6,6,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=8
2675,,100 %,  Australia,Sydney,15,15,,Online,India Standard Time,19/10/2021,21:24:46,https://www.aishub.net/stations?page=8
